METAI;PIRK_PLANO_NR;PADALINIO_KODAS;EIL_NR;TIPAS;KATEG_KODAS;BVPZ_KODAS;PERK_OBJEKTAS;SUMA_BE_PVM;SUMA;AV_KODAS;APRASYMAS;PADALINIO_KODAS;TRUKMES_KODAS;ZALIASIS_PIRKIM_FLAG;CENTR_PIRKIM_FLAG;ELEKTRON_PIRKIM_FLAG;PIRKIM_REZERV_TEISE_FLAG;PIRKIMO_BUDAS;PRADZIOS_KODAS;BUSENA;LYDR_ID;PU_NUMERIS;SUTARTIES_REGISTR_NUMERIS;SUTARTIES_SUDARYMO_DATA;SUDARYTOS_SUTARTIES_SUMA
2017;UK7-2017;17120;13;Prekės;144;14400000-5;"Baltos natrio chlorido techninės druskos įsigijimas";58000;70180;188751791;"2017 m. Susisiekimo komunikacijų skyriaus pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;28363;8673;A68-1/17(3.10.23-TD2);09-JAN-17;54450
2017;UK7-2017;17120;13;Prekės;144;14400000-5;"Baltos natrio chlorido techninės druskos įsigijimas";58000;70180;188751791;"2017 m. Susisiekimo komunikacijų skyriaus pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;28363;8673;A68-1/17(3.10.23-TD2);09-JAN-17;54450
2017;UK7-2017;17120;23;Paslaugos;793;79311410-4;"Eismo trikdžių poveikio ekonominis vertinimas";3000;3630;188751791;"2017 m. Susisiekimo komunikacijų skyriaus pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;28643;8704;A64-8/17(3.10.22-TD2);25-JAN-17;3630
2017;UK2-2017;1017110;11;Darbai;Darbai;45454100-5;"Žilinskių koplyčios horeljefo restauravimas";2892.56;3499.9976;188751791;;1;N;N;N;N;"Mažos vertės pirkimai";II;Patvirtinta;28783;8773;A62-14/17(3.10.21-TD2);28-FEB-17;3448.5
2017;2017-AD6;10200;33;Darbai;Darbai;45432111-5;"Lanksčiųjų grindų - linoleumo dangos klojimo darbai";2000;2420;188710061;;1;N;N;N;N;"Mažos vertės pirkimai";II;Patvirtinta;31483;8879;A62-39/17(3.10.21-TD2);15-MAY-17;1557.4
2017;UK2-2017;1017110;9;Paslaugos;723;72320000-4;"Kapinių informacijos skaitmeninio ir duomenų valdymo sistemos ""Cemety"" priežiūra ir tvarkymas";1115.7;1349.997;188751791;;3;N;N;N;N;"Mažos vertės pirkimai";II;Patvirtinta;32105;8928;A64-83/17(3.10.22-TD2);05-JUN-17;1079.64
2017;S3-2017;1011000;2;Darbai;Darbai;45236290-9;"Vaikų žaidimo, sporto aikštelių, suoliukų, informacinių stendų ir prekystalių remonto darbai";4132.23;4999.9983;188710061;"2017 m. Grigiškių seniūnijos pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";II;Patvirtinta;30704;8931;A62-52/17(3.10.21-TD2);08-JUN-17;4997.3
2017;S18-2017;1012400;8;Prekės;158;15800000-6;"Įvairūs maisto produktai  renginiams organizuoti";3000;3630;188710061;"2017 m. Verkių seniūnijos pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;28603;8942;A55-6238/17;09-JUN-17;1264.98
2017;S3-2017;1011000;3;Paslaugos;923;92300000-4;"Miesto šventės Grigiškėse organizavimas";1652.89;1999.9969;188710061;"2017 m. Grigiškių seniūnijos pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";II;Patvirtinta;30725;8944;A64-87/17(3.10.22-TD2);14-JUN-17;1991.59
2017;UK5-2017;17100;22;Darbai;Darbai;45233221-4;"Vilniaus miesto gatvių ženklinimo darbai";10000;12100;188751791;"2017 m. Eismo organizavimo skyriaus pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";II;Patvirtinta;32363;8949;A62-54/17(3.10.21-TD2);15-JUN-17;9417.6
2017;UK7-2017;17120;24;Darbai;Darbai;45233161-5;"Pėsčiųjų ir dviračių takų tarp Baltojo tilto ir Vingio parko tilto statyba (II etapas)";1332962.93;1612885.1453;188751791;"2017 m. Susisiekimo komunikacijų skyriaus pirkimų planas";1;N;N;Y;N;"Supaprastintas atviras konkursas";I;Patvirtinta;29643;8950;A62-57/17(3.10.21-TD2);16-JUN-17;1111342.17
