METAI;PIRK_PLANO_NR;PADALINIO_KODAS;EIL_NR;TIPAS;KATEG_KODAS;BVPZ_KODAS;PERK_OBJEKTAS;AV_KODAS;APRASYMAS;PADALINIO_KODAS;TRUKMES_KODAS;ZALIASIS_PIRKIM_FLAG;CENTR_PIRKIM_FLAG;ELEKTRON_PIRKIM_FLAG;PIRKIM_REZERV_TEISE_FLAG;PIRKIMO_BUDAS;PRADZIOS_KODAS;BUSENA;LYDR_ID;PU_NUMERIS;SUTARTIES_REGISTR_NUMERIS;SUTARTIES_SUDARYMO_DATA;SUDARYTOS_SUTARTIES_SUMA
2023;CMS23;1070100;6;Paslaugos;909;90910000-9;" Sintetinio pluošto kilimėlių valymas ir keitimas";188710061;;1;N;N;N;N;"Mažos vertės pirkimai";III;Patvirtinta;;;;;
2023;KAS-2023;1021150;3;Paslaugos;925;92500000-6;"Vilniaus miesto monumentaliosios dailės inventorizacija";188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;;;;;
2023;SIS2023;1090100;20;Paslaugos;983;98390000-3;"Bylų transportavimo paslaugos";188710061;"2023 metų pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";IV;Patvirtinta;;;;;
2023;SEN3-2023;1011000;6;Darbai;Darbai;45112710-5;"Gamtos stebėjimo tako pradžios įrengimas prie Vokės upės";188710061;"2023 m. Grigiškių seniūnijos pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";II;Patvirtinta;;;;;
2023;S16-2022;1012300;6;Prekės;341;34150000-3;"Lauko treniruokliai";188710061;;1;N;N;N;N;"Mažos vertės pirkimai";II;Patvirtinta;;;;;
2023;Š-23;1012200;3;Darbai;Darbai;45340000-2;"Laiptų turėklų įrengimas";188710061;"Šeškinės seniūnijos 2023 metų pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";II;Patvirtinta;;;;;
2023;"Žirmūnų sen.- 2023";1012700;5;Darbai;Darbai;45236290-9;"Žirmūnų seniūnijos sporto aikštelių ir suoliukų atnaujinimas, remontas";188710061;;1;N;N;N;N;"Mažos vertės pirkimai";II;Patvirtinta;;;;;
2023;ŠAS2023;1021070;27;Paslaugos;713;71319000-7;"Mokslo paskirties pastato, Lukiškių skg. 5, Vilniuje, techninio projekto specialiosios projekto ekspertizės paslaugos";188710061;;1;Y;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;;;;;
2023;1;1010900;5;Darbai;Darbai;45233200-1;"Įvairūs dangos darbai.";188710061;;1;N;N;N;N;"Mažos vertės pirkimai";III;Patvirtinta;;;;;
2023;CMS23;1070100;5;Paslaugos;909;90910000-9;" Pastato K. Kalinausko g. 21/1 Vilniuje    valymo paslaugos";188710061;;1;N;N;N;N;"Atviras konkursas (supaprastintas pirkimas)";I;Patvirtinta;;;;;
2023;SIS2023;1090100;31;Paslaugos;797;79713000-5;"Apsaugos paslaugos";188710061;"2023 metų pirkimų planas";1;N;Y;Y;N;"Atviras konkursas";II;Patvirtinta;;;;;
2023;"SEN4 23";1011100;2;Darbai;Darbai;45236119-7;"Sporto aikštelių remonto ir atnaujinimo darbai, projektas  „Dalyvauk! Vilnius”";188710061;;1;N;N;N;N;"Mažos vertės pirkimai";II;Patvirtinta;;;;;
2023;AP-23;10200;112;Paslaugos;909;90911200-8;"Pastato Konstitucijos per. 3, valymo paslaugos";188710061;;3;N;N;Y;N;"Atviras konkursas";III;Patvirtinta;;;;;
2023;1;10106000;21;Prekės;185;18530000-3;"Ženkliukai su Vilniaus ženklu";188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;;;;;
