METAI;PIRK_PLANO_NR;PADALINIO_KODAS;EIL_NR;TIPAS;KATEG_KODAS;BVPZ_KODAS;PERK_OBJEKTAS;AV_KODAS;APRASYMAS;PADALINIO_KODAS;TRUKMES_KODAS;ZALIASIS_PIRKIM_FLAG;CENTR_PIRKIM_FLAG;ELEKTRON_PIRKIM_FLAG;PIRKIM_REZERV_TEISE_FLAG;PIRKIMO_BUDAS;PRADZIOS_KODAS;BUSENA;LYDR_ID;PU_NUMERIS;SUTARTIES_REGISTR_NUMERIS;SUTARTIES_SUDARYMO_DATA;SUDARYTOS_SUTARTIES_SUMA
2021;AP-21;10200;89;Paslaugos;797;79710000-4;"Pastato, Konstitucijos pr. 3, apsaugos paslaugos";188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;61626;14055;A64-9/21;08-JAN-21;12087.9
2021;"SPORT 21";1021050;1;Paslaugos;730;73000000-2;"Kūno kultūros ir sporto rėmimo programų konkurso paraiškų vertinimo konsultacinės ekspertų paslaugos";188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;61566;14073;A64-18/21;14-JAN-21;706
2021;"SPORT 21";1021050;1;Paslaugos;730;73000000-2;"Kūno kultūros ir sporto rėmimo programų konkurso paraiškų vertinimo konsultacinės ekspertų paslaugos";188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;61566;14074;A64-20/21;14-JAN-21;706
2021;"SPORT 21";1021050;1;Paslaugos;730;73000000-2;"Kūno kultūros ir sporto rėmimo programų konkurso paraiškų vertinimo konsultacinės ekspertų paslaugos";188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;61566;14075;A64-23/21;14-JAN-21;706
2021;CSS-2021;16100;6;Prekės;184;18424300-0;"Asmeninės apsaugos priemonės (vienkartinės pirštinės)";188710061;;1;N;N;Y;N;"Atviras konkursas";I;Patvirtinta;61716;14140;A68-9/21;09-FEB-21;138144.56
2021;"SIS 2021";1090100;19;Paslaugos;503;50312000-5;"Kompiuterinės ir organizacinės technikos remontas";188710061;"2021 pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;62111;14319;A64-66/21;25-FEB-21;
2021;"SIS 2021";1090100;19;Paslaugos;503;50312000-5;"Kompiuterinės ir organizacinės technikos remontas";188710061;"2021 pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;62111;14320;"A64-66/21 teisingas";25-FEB-21;3500
2021;"SIS 2021";1090100;8;Prekės;322;32250000-0;"Mobilieji telefonai.";188710061;"2021 pirkimų planas";1;N;N;Y;N;"Atviras konkursas";I;Patvirtinta;62072;14321;A68-16/21;25-FEB-21;2180.9
2021;"SIS 2021";1090100;8;Prekės;322;32250000-0;"Mobilieji telefonai.";188710061;"2021 pirkimų planas";1;N;N;Y;N;"Atviras konkursas";I;Patvirtinta;62072;14322;A68-17/21;26-FEB-21;6461.4
2021;"SPORT 21";1021050;1;Paslaugos;730;73000000-2;"Kūno kultūros ir sporto rėmimo programų konkurso paraiškų vertinimo konsultacinės ekspertų paslaugos";188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;61566;14324;A64-19/21;14-JAN-21;706
2021;"SPORT 21";1021050;1;Paslaugos;730;73000000-2;"Kūno kultūros ir sporto rėmimo programų konkurso paraiškų vertinimo konsultacinės ekspertų paslaugos";188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;61566;14325;A64-21/21;14-JAN-21;706
2021;"SPORT 21";1021050;1;Paslaugos;730;73000000-2;"Kūno kultūros ir sporto rėmimo programų konkurso paraiškų vertinimo konsultacinės ekspertų paslaugos";188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;61566;14326;A64-22/21;14-JAN-21;706
