METAI;PIRK_PLANO_NR;PADALINIO_KODAS;EIL_NR;TIPAS;KATEG_KODAS;BVPZ_KODAS;PERK_OBJEKTAS;AV_KODAS;APRASYMAS;PADALINIO_KODAS;TRUKMES_KODAS;ZALIASIS_PIRKIM_FLAG;CENTR_PIRKIM_FLAG;ELEKTRON_PIRKIM_FLAG;PIRKIM_REZERV_TEISE_FLAG;PIRKIMO_BUDAS;PRADZIOS_KODAS;BUSENA;LYDR_ID;PU_NUMERIS;SUTARTIES_REGISTR_NUMERIS;SUTARTIES_SUDARYMO_DATA;SUDARYTOS_SUTARTIES_SUMA
2018;SAV2018;10200;32;Prekės;358;35821000-5;Vėliavos;188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;38903;9468;A68-6/18(3.10.23-TD2);19-FEB-18;4999.99
2018;SAV-2018;1090100;1;Paslaugos;712;71220000-6;"VMSA SRSD Socialinių išmokų skyriaus patalpų,  un. Nr. 1097-4006-9012:0008, esančių Kauno g. 3, Vilniuje, remonto techninio darbo projekto parengimo, projekto vykdymo priežiūros ir statybą leidžiančio dokumento gavimo paslaugos";188712831;"2018 M. PIRKIMŲ PLANAS";1;N;N;N;N;"Atviras konkursas (supaprastintas pirkimas)";I;Patvirtinta;39823;9467;A62-164/17(3.10.21-TD2);29-NOV-17;123937.09
2018;1;40000;1;Paslaugos;805;80570000-0;"Mokymai ir seminarai valstybės tarnautojams ir darbuotojams";188710061;"Personalo departamentas";1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;38563;9524;A284E-17/18(3.4.72E-PD);17-JAN-18;150
2018;1;40000;1;Paslaugos;805;80570000-0;"Mokymai ir seminarai valstybės tarnautojams ir darbuotojams";188710061;"Personalo departamentas";1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;38563;9525;23-7;22-JAN-18;300.08
2018;1;40000;1;Paslaugos;805;80570000-0;"Mokymai ir seminarai valstybės tarnautojams ir darbuotojams";188710061;"Personalo departamentas";1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;38563;9526;A284E-35/18(3.4.72E-PD);26-JAN-18;375.1
2018;1;40000;1;Paslaugos;805;80570000-0;"Mokymai ir seminarai valstybės tarnautojams ir darbuotojams";188710061;"Personalo departamentas";1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;38563;9527;;02-FEB-18;580.8
2018;1;40000;1;Paslaugos;805;80570000-0;"Mokymai ir seminarai valstybės tarnautojams ir darbuotojams";188710061;"Personalo departamentas";1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;38563;9528;41-96;02-MAR-18;490
2018;SAV2018;10200;12;Paslaugos;851;85100000-0;"Skiepijimas nuo erkinio encefalito";188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;40763;9656;A64-110/18(3.10.22-TD2);07-MAY-18;4262.13
2018;UK2-2018;1017110;26;Paslaugos;507;50760000-0;"Vilniaus miesto viešųjų kanalizuotų tualetų priežiūros paslaugos";188751791;"2018 m. Miesto tvarkymo ir aplinkos apsaugos skyriaus pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";II;Patvirtinta;41863;9658;A64-108/18(3.10.22-TD2);04-MAY-18;12093.39
2018;SAV-2018;1090100;11;Prekės;301;30199230-1;Vokai;188712831;"2018 M. PIRKIMŲ PLANAS";2;N;N;N;N;"Mažos vertės pirkimai";II;Patvirtinta;40964;9669;A68-27/18(3.10.23-TD2);10-MAY-18;2399.43
2018;CSS-2018;16100;2;Paslaugos;722;72243000-0;"E-mokymo priemonės „Saugi evakuacija“ bendrojo lavinimo įstaigoms parengimas";16000;;1;N;N;N;N;"Mažos vertės pirkimai";III;Patvirtinta;40643;9676;A64-95/18(3.10.22-TD2);27-APR-18;6043.95
2018;"S3-2018 Grigiškių se";1011000;6;Darbai;Darbai;45236290-9;"Suoliukų, informacinių stendų remonto darbai";188710061;"2018 metų Grigiškių seniūnijos pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";II;Patvirtinta;41692;9690;A62-38/18(3.10.21-TD2);28-MAY-18;
2018;"S3-2018 Grigiškių se";1011000;6;Darbai;Darbai;45236290-9;"Suoliukų, informacinių stendų remonto darbai";188710061;"2018 metų Grigiškių seniūnijos pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";II;Patvirtinta;41692;9692;A62-38/18(3.10.21-TD2);28-MAY-18;
2018;EMD2018;15000;32;Prekės;323;32324000-0;"Televizorius su stovu";15000;"2018 metų E. miesto departamento pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;39364;9593;A68-16/18(3.10.23-TD2);29-MAR-18;5000
2018;UK2-2018;1017110;27;Paslaugos;900;90000000-7;"Biotualetų priežiūros paslaugos Vilniaus miesto paplūdimiuose";188751791;"2018 m. Miesto tvarkymo ir aplinkos apsaugos skyriaus pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";II;Patvirtinta;43063;9714;A64-153/18(3.10.22-TD2);08-JUN-18;12051.6
2018;EMD2018;15000;30;Prekės;302;30213100-6;"Nešiojamas kompiuteris";15000;"2018 metų E. miesto departamento pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;39643;9567;A68-14/18(3.10.23-TD2);23-MAR-18;3897.41
2018;UK2-2018;1017110;29;Paslaugos;507;50760000-0;"Vilniaus miesto viešųjų kanalizuotų tualetų priežiūros paslaugos";188751791;"2018 m. Miesto tvarkymo ir aplinkos apsaugos skyriaus pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";II;Patvirtinta;43171;9715;A64-150/18(3.10.22-TD2);05-JUN-18;12071.44
