METAI;PIRK_PLANO_NR;PADALINIO_KODAS;EIL_NR;TIPAS;KATEG_KODAS;BVPZ_KODAS;PERK_OBJEKTAS;SUMA_BE_PVM;SUMA;AV_KODAS;APRASYMAS;PADALINIO_KODAS;TRUKMES_KODAS;ZALIASIS_PIRKIM_FLAG;CENTR_PIRKIM_FLAG;ELEKTRON_PIRKIM_FLAG;PIRKIM_REZERV_TEISE_FLAG;PIRKIMO_BUDAS;PRADZIOS_KODAS;BUSENA;LYDR_ID;PU_NUMERIS;SUTARTIES_REGISTR_NUMERIS;SUTARTIES_SUDARYMO_DATA;SUDARYTOS_SUTARTIES_SUMA
2019;SIS-2019;1090100;5;Prekės;480;48000000-8;Licencijos;7190.08;8699.9968;188712831;"Socialinių išmokų skyriaus pirkimų planas";1;N;N;Y;N;"Mažos vertės pirkimai";I;Patvirtinta;48610;10269;A64-56/19;11-FEB-19;3067.35
2019;S3-2019;1011000;4;Darbai;Darbai;45420000-7;"Rinkimų apylinkių inventoriaus montavimo ir remonto darbai";528.92;639.9932;188710061;"2019 m. Grigiškių seniūnijos pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;48967;10287;A62-25/19;12-FEB-19;637.67
2019;EMD19;15000;37;Prekės;482;48218000-9;"DVS Avilys naudotojų licencijų plėtimas";9999.99;12099.9879;15000;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;48706;10288;A68-5/19;08-FEB-19;12039.5
2019;S19/2019/1;1012600;1;Darbai;Darbai;45420000-7;"Rinkimų apylinkių įrangos montavimas, remontas ir išmontavimas Savivaldybės tarybos, Lietuvos Respublikos Prezidento ir Europos parlamento rinkimams.";991.73;1199.9933;188710061;"Viršuliškių seniūnijos 2019 metų pirkimų planas.";1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;48686;10289;A62-29/19;18-FEB-19;1191.85
2019;RKS2019;1400300;13;Paslaugos;798;79824000-6;"Veiklos ataskaitos platinimo paslaugos";9999;12098.79;188710061;"2019 metų pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;48346;10294;A64-61/19;14-FEB-19;7666.56
2019;SAV-2019;10200;47;Paslaugos;665;66514110-0;"Transporto priemonių draudimas";35000;35000;188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;48146;10305;A64-64/19;15-FEB-19;35000
2019;RKS2019;1400300;3;Paslaugos;798;79810000-5;"Įvairios informacinės medžiagos spausdinimo paslaugos";9999;12098.79;188710061;"2019 metų pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";II;Patvirtinta;48126;10243;A64-32/19;31-JAN-19;9987.5
2019;SAV-2019;10200;68;Prekės;391;39121000-6;Stalas;900;1089;188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;49447;10544;;01-MAR-19;907.5
2019;221;10106000;47;Prekės;301;30192121-5;"Tušinukai su Vilniaus logotipu";2999;3628.79;188710061;;1;N;N;N;N;"Mažos vertės pirkimai";III;Patvirtinta;50446;10585;154;27-MAR-19;3628.79
2019;S18-2019;1012400;4;Prekės;158;15800000-6;"Įvairūs maisto produktai renginiams organizuoti";2000;2420;188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;48887;10390;A55-1623/19;25-FEB-19;1719.99
2019;VTS-2019;16400;20;Paslaugos;921;92100000-2;"Renginio ""Road show"" vaizdinės medžiagps montavimo paslaugos";9999.99;12099.9879;16000;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;50450;10486;;04-APR-19;4500
2019;SAV-2019;10200;53;Paslaugos;665;66516500-5;"Vilniaus miesto savivaldybės administracijos direktoriaus kaip vadovo civilinė atsakomybė, draudimo paslaugos";9999.99;9999.99;188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;48667;10515;A55-1622/19;22-FEB-19;9500
2019;SIS-2019;1090100;16;Paslaugos;508;50800000-3;"Pastato administravimo ir priežiūros paslaugos";4958.68;6000.0028;188712831;"Socialinių išmokų skyriaus pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;49346;10435;a64-94/19;18-MAR-19;4501.2
2019;1;1010203;5;Paslaugos;794;79421000-1;"Konsultavimo paslaugų, susijusių su projektu „Nacionalinės koncertų salės paslaugų infrastruktūros sukūrimas Vilniuje“, pirkimas";9999;12098.79;188710061;"2019 m. Investicinių projektų valdymo skyriaus pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;48386;10449;A64-14/19;23-JAN-19;4885
2019;EMD19;15000;23;Prekės;325;32552410-4;"Modemai rinkimams 4G+";499;603.79;15000;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;49686;10514;A252-165/19(3.10.15-EM6);18-MAR-19;508.2
2019;SIS-2019;1090100;4;Prekės;323;32323000-3;Monitoriai;2479.34;3000.0014;188712831;"Socialinių išmokų skyriaus pirkimų planas";1;N;N;Y;N;"Atviras konkursas";I;Patvirtinta;49567;10471;A68-21/19;28-MAR-19;2601.5
2019;221;10106000;8;Prekės;183;18315000-0;"Kojinės su Vilniaus vaizdu";2999;3628.79;188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;49209;10495;A252-103/19(3.10.15E-AD8);05-FEB-19;3628.79
2019;EMD19;15000;43;Prekės;221;22110000-4;Knygos;499;543.91;15000;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;48746;10565;A252-65/19(3.10.15E-EM4);04-FEB-19;314.08
2019;S3-2019;1011000;4;Darbai;Darbai;45420000-7;"Rinkimų apylinkių inventoriaus montavimo ir remonto darbai";528.92;639.9932;188710061;"2019 m. Grigiškių seniūnijos pirkimų planas";1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;48967;10447;A62-25/19;12-FEB-19;637.67
2019;221;10106000;63;Paslaugos;635;63500000-4;"Komandiruotės į Kopenhagą (Danija) organizavimo paslaugos";8000;9680;188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;49871;10546;A64-111/19;04-APR-19;9680
2019;221;10106000;62;Paslaugos;635;63500000-4;"Komandiruočių organizavimo paslaugos";9999.99;12099.9879;188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;49526;10547;A252-181/19(3.10.15E-AD8);20-MAR-19;12099.99
2019;221;10106000;62;Paslaugos;635;63500000-4;"Komandiruočių organizavimo paslaugos";9999.99;12099.9879;188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;49526;10548;128-3;25-MAR-19;12099.99
2019;221;10106000;62;Paslaugos;635;63500000-4;"Komandiruočių organizavimo paslaugos";9999.99;12099.9879;188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;49526;10549;128-2;20-MAR-19;12099.99
2019;221;10106000;62;Paslaugos;635;63500000-4;"Komandiruočių organizavimo paslaugos";9999.99;12099.9879;188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;49526;10550;128-1;19-MAR-19;12099.99
2019;S18-2019;1012400;15;Prekės;445;44510000-8;"Darbo įrankiai ir priemonės teritorijos tvarkymo darbams";9917.35;11999.9935;188710061;;1;N;N;N;N;"Mažos vertės pirkimai";I;Patvirtinta;49926;10568;A68-23;09-APR-19;11999.99
